Type: energy
BACE_126,1,-8.35114
BACE_45,2,-7.30507
BACE_100,3,-7.24097
BACE_105,4,-7.11844
BACE_15,5,-6.8464
BACE_41,6,-6.78193
BACE_127,7,-6.76246
BACE_7,8,-6.74418
BACE_58,9,-6.65437
BACE_82,10,-6.63049
BACE_21,11,-6.43675
BACE_133,12,-6.41297
BACE_12,13,-6.41052
BACE_117,14,-6.40887
BACE_157,15,-6.40307
BACE_75,16,-6.37677
BACE_97,17,-6.36294
BACE_80,18,-6.32485
BACE_69,19,-6.22529
BACE_13,20,-6.17577
BACE_115,21,-6.16131
BACE_89,22,-6.12737
BACE_118,23,-6.11045
BACE_40,24,-6.08046
BACE_5,25,-6.06025
BACE_55,26,-6.02101
BACE_63,27,-5.95879
BACE_129,28,-5.94766
BACE_64,29,-5.92963
BACE_135,30,-5.90849
BACE_42,31,-5.8873
BACE_153,32,-5.79241
BACE_44,33,-5.78544
BACE_99,34,-5.77002
BACE_101,35,-5.7588
BACE_16,36,-5.74411
BACE_93,37,-5.70836
BACE_62,38,-5.66791
BACE_96,39,-5.65934
BACE_22,40,-5.6393
BACE_65,41,-5.63543
BACE_125,42,-5.61676
BACE_123,43,-5.61533
BACE_130,44,-5.58952
BACE_108,45,-5.55155
BACE_53,46,-5.5381
BACE_20,47,-5.53372
BACE_86,48,-5.47162
BACE_72,49,-5.44643
BACE_39,50,-5.44401
BACE_32,51,-5.37607
BACE_145,52,-5.31235
BACE_36,53,-5.28822
BACE_141,54,-5.27123
BACE_116,55,-5.25927
BACE_88,56,-5.25592
BACE_146,57,-5.25337
BACE_33,58,-5.23368
BACE_152,59,-5.2102
BACE_113,60,-5.20362
BACE_140,61,-5.14932
BACE_14,62,-5.13205
BACE_34,63,-5.1098
BACE_47,64,-5.05207
BACE_73,65,-5.02719
BACE_70,66,-5.01806
BACE_11,67,-4.97701
BACE_6,68,-4.95684
BACE_106,69,-4.95175
BACE_29,70,-4.93915
BACE_84,71,-4.92036
BACE_121,72,-4.91686
BACE_31,73,-4.89933
BACE_131,74,-4.89609
BACE_37,75,-4.88697
BACE_142,76,-4.86595
BACE_95,77,-4.86181
BACE_77,78,-4.84347
BACE_81,79,-4.83871
BACE_124,80,-4.82601
BACE_66,81,-4.82136
BACE_107,82,-4.82091
BACE_109,83,-4.78704
BACE_61,84,-4.7867
BACE_25,85,-4.7288
BACE_90,86,-4.72323
BACE_1,87,-4.71042
BACE_94,88,-4.66457
BACE_76,89,-4.62765
BACE_92,90,-4.62235
BACE_30,91,-4.61487
BACE_91,92,-4.56055
BACE_54,93,-4.55936
BACE_68,94,-4.54715
BACE_151,95,-4.51848
BACE_79,96,-4.50444
BACE_4,97,-4.45366
BACE_154,98,-4.45229
BACE_112,99,-4.44581
BACE_50,100,-4.39084
BACE_104,101,-4.36605
BACE_52,102,-4.35189
BACE_35,103,-4.34714
BACE_143,104,-4.34653
BACE_67,105,-4.32725
BACE_85,106,-4.32546
BACE_24,107,-4.32254
BACE_155,108,-4.31468
BACE_28,109,-4.22273
BACE_139,110,-4.21325
BACE_149,111,-4.18948
BACE_26,112,-4.18815
BACE_98,113,-4.16016
BACE_136,114,-4.12414
BACE_150,115,-4.10049
BACE_9,116,-4.09933
BACE_10,117,-4.08542
BACE_120,118,-4.08094
BACE_138,119,-4.06953
BACE_148,120,-4.06281
BACE_48,121,-4.033
BACE_122,122,-4.02734
BACE_8,123,-4.01346
BACE_156,124,-4.01048
BACE_83,125,-3.99321
BACE_60,126,-3.99174
BACE_144,127,-3.98773
BACE_46,128,-3.94975
BACE_114,129,-3.94748
BACE_19,130,-3.92036
BACE_49,131,-3.8996
BACE_158,132,-3.88864
BACE_132,133,-3.86472
BACE_78,134,-3.83638
BACE_110,135,-3.76405
BACE_27,136,-3.68062
BACE_134,137,-3.66742
BACE_147,138,-3.59612
BACE_111,139,-3.58655
BACE_74,140,-3.51847
BACE_57,141,-3.48282
BACE_71,142,-3.47591
BACE_102,143,-3.39995
BACE_23,144,-3.34202
BACE_51,145,-3.32859
BACE_59,146,-3.2246
BACE_43,147,-3.04903
BACE_103,148,-2.95357
BACE_38,149,-2.93879
BACE_87,150,-2.90531
BACE_119,151,-2.80855
BACE_137,152,-2.77077
BACE_56,153,-2.66149
BACE_128,154,-2.59336
